,Position,Track_Name_Orig,Artist,Streams,URL,track_id,date_initial,date_fin,track_name,track_release_date,explicit,track_popularity,album_name,artist_id,artist_name,artist_followers,artist_popularity,collaboration_artists_names
1533,134,Kaprichosa,Danna Paola,797043,https://open.spotify.com/track/11iYGnLvPxB2O9k0xGmPvq,11iYGnLvPxB2O9k0xGmPvq,2021-08-20,2021-08-27,Kaprichosa,2021-08-20,False,69,Kaprichosa,5xSx2FM8mQnrfgM1QsHniB,Danna Paola,3186486,78,Danna Paola
1534,135,Sexo Virtual,Rauw Alejandro,790652,https://open.spotify.com/track/0giiXonRhODYy4J1iy4Lb3,0giiXonRhODYy4J1iy4Lb3,2021-08-20,2021-08-27,Sexo Virtual,2021-06-25,True,84,VICE VERSA,1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,7057220,93,Rauw Alejandro
1535,136,Una Locura,Ozuna,789891,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU,5y7DaS3jAc9eZzcSOoUIwU,2021-08-20,2021-08-27,Una Locura,2020-09-04,False,80,Enoc,1i8SpTcr7yvPOmcqrbnVXY,Ozuna,29845771,89,"Ozuna,J Balvin,Chencho Corleone"
1536,137,Se Me Olvidó,Christian Nodal,786738,https://open.spotify.com/track/7paFC3FEu1WtPVP4Do6VZN,7paFC3FEu1WtPVP4Do6VZN,2021-08-20,2021-08-27,Se Me Olvidó,2020-05-29,False,71,AYAYAY!,0XwVARXT135rw8lyw1EeWP,Christian Nodal,8764927,84,Christian Nodal
1537,138,Jugaste y Sufrí,Eslabon Armado,785593,https://open.spotify.com/track/3NqBxTOMCJ3zW9CIP51td4,3NqBxTOMCJ3zW9CIP51td4,2021-08-20,2021-08-27,Jugaste y Sufrí,2020-12-18,False,85,Corta Venas,0XeEobZplHxzM9QzFQWLiR,Eslabon Armado,1160688,80,"Eslabon Armado,DannyLux"
1538,139,Me Dediqué a Perderte,Alejandro Fernández,784645,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr,4NUt1fcnO9aQAELBgXq3Kr,2021-08-20,2021-08-27,Me Dediqué a Perderte,2004-09-01,False,76,A Corazón Abierto,6sq1yF0OZEWA4xoXVKW1L9,Alejandro Fernández,4610945,79,Alejandro Fernández
1539,140,El Envidioso,Los Dos Carnales,784268,https://open.spotify.com/track/53PoPAD389bBE4ePYuT95g,53PoPAD389bBE4ePYuT95g,2021-08-20,2021-08-27,El Envidioso,2020-07-10,False,73,Al Estilo Rancheron,25UNJbwGZSQKvz5cPLWlv3,Los Dos Carnales,1336619,78,Los Dos Carnales
1540,141,Vámonos a Marte,Kevin Kaarl,781896,https://open.spotify.com/track/2TzkIzgzIHhewMxyh1u4hh,2TzkIzgzIHhewMxyh1u4hh,2021-08-20,2021-08-27,Vámonos a Marte,2019-02-28,False,77,Hasta el Fin Del Mundo,6OBGbSaBUvQtk9wpQfDbOE,Kevin Kaarl,714013,72,Kevin Kaarl
1541,142,Algo Mágico,Rauw Alejandro,775774,https://open.spotify.com/track/7D93pJcwymzaZx8WgBo2zG,7D93pJcwymzaZx8WgBo2zG,2021-08-20,2021-08-27,Algo Mágico,2020-11-13,False,68,Afrodisíaco,1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,7057220,93,Rauw Alejandro
1542,143,Tan Solo Morro,Aldo Trujillo,775224,https://open.spotify.com/track/5eBzDfTG7m8NUWf14YYQcU,5eBzDfTG7m8NUWf14YYQcU,2021-08-20,2021-08-27,Tan Solo Morro,2021-08-12,False,73,Tan Solo Morro,0l6WgSoqo4UqeuXFKnTQRu,Aldo Trujillo,615363,68,"Aldo Trujillo,Polo Gonzalez"
1543,144,Casualidad,Sofía Reyes,767810,https://open.spotify.com/track/5FcT2TuosRkokjn3xyncER,5FcT2TuosRkokjn3xyncER,2021-08-20,2021-08-27,Casualidad,2021-06-25,False,76,Casualidad,0haZhu4fFKt0Ag94kZDiz2,Sofía Reyes,2065598,73,"Sofía Reyes,Pedro Capó"
1544,145,Save Your Tears,The Weeknd,753289,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g,5QO79kh1waicV47BqGRL3g,2021-08-20,2021-08-27,Save Your Tears,2020-03-20,True,87,After Hours,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,37237228,94,The Weeknd
1545,146,Disfruto Lo Malo,Junior H,752731,https://open.spotify.com/track/46DU5gYWY2vjE79mbhX4Wv,46DU5gYWY2vjE79mbhX4Wv,2021-08-20,2021-08-27,Disfruto Lo Malo,2021-05-26,False,67,Disfruto Lo Malo,7Gi6gjaWy3DxyilpF1a8Is,Junior H,1455186,80,"Junior H,Natanael Cano"
1546,147,Devuélveme a mi chica,Hombres G,751365,https://open.spotify.com/track/1Wrzhfa5bNlqvsnCztz190,1Wrzhfa5bNlqvsnCztz190,2021-08-20,2021-08-27,Devuélveme a mi chica,1985,False,76,Hombres G (Edición 30 Aniversario),60uh2KYYSCqAgJNxcU4DA0,Hombres G,2550179,72,Hombres G
1547,148,La Incondicional,Luis Miguel,744544,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b,6F9yAYUaNbUhdlQyt5uZ3b,2021-08-20,2021-08-27,La Incondicional,1988-11-25,False,75,Busca Una Mujer,2nszmSgqreHSdJA3zWPyrW,Luis Miguel,7971784,83,Luis Miguel
1548,149,Permission to Dance,BTS,734839,https://open.spotify.com/track/5eXBXreN3d1zdj6Sa8dS0u,5eXBXreN3d1zdj6Sa8dS0u,2021-08-20,2021-08-27,Permission to Dance,2021-07-23,False,81,Permission to Dance,3Nrfpe0tUJi4K4DXYWgMUX,BTS,39643311,96,BTS
1549,150,ALMAS GEMELAS,Myke Towers,733499,https://open.spotify.com/track/2KcNrONbZ0hvBPjvrDO2tx,2KcNrONbZ0hvBPjvrDO2tx,2021-08-20,2021-08-27,ALMAS GEMELAS,2021-07-22,False,85,ALMAS GEMELAS,7iK8PXO48WeuP03g8YR51W,Myke Towers,6772742,91,Myke Towers
1550,151,A Mí,Rels B,730947,https://open.spotify.com/track/7MmrcXVA7A5zZ2CbDuGHNa,7MmrcXVA7A5zZ2CbDuGHNa,2021-08-20,2021-08-27,A Mí,2019-02-21,False,77,A Mí,2IMZYfNi21MGqxopj9fWx8,Rels B,2916439,80,Rels B
1551,152,Amor Fugaz,Los Del Limit,729229,https://open.spotify.com/track/4O2bxKTnK9En7OPw8kGDDF,4O2bxKTnK9En7OPw8kGDDF,2021-08-20,2021-08-27,Amor Fugaz,2021-05-28,False,76,The Life in Your Eyes,4pQxRQ2bUyVpk89wzztCLw,Los Del Limit,31989,63,Los Del Limit
1552,153,Tú,Los Elegantes de Jerez,723976,https://open.spotify.com/track/5GkeaIeCEfB0LOqk7sIVHQ,5GkeaIeCEfB0LOqk7sIVHQ,2021-08-20,2021-08-27,Tú,2020-02-24,False,74,Tú,0ZcwFNId7ySqDJyhXfKIav,Los Elegantes de Jerez,76368,63,Los Elegantes de Jerez
1553,154,No Te Contaron Mal,Christian Nodal,722350,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj,7hbk4BaF66O09R1gq0bKwj,2021-08-20,2021-08-27,No Te Contaron Mal,2019-05-10,False,70,Ahora,0XwVARXT135rw8lyw1EeWP,Christian Nodal,8764927,84,Christian Nodal
1554,155,La Mitad,Camilo,720278,https://open.spotify.com/track/63Zaf8Rci6eOUPqDQ4fUFx,63Zaf8Rci6eOUPqDQ4fUFx,2021-08-20,2021-08-27,La Mitad,2020-04-17,False,75,Por Primera Vez,28gNT5KBp7IjEOQoevXf9N,Camilo,11623799,85,"Camilo,Christian Nodal"
1555,156,Lamento Boliviano,Los Enanitos Verdes,719731,https://open.spotify.com/track/6Pur3hWy6Nzc27ilmsp5HA,6Pur3hWy6Nzc27ilmsp5HA,2021-08-20,2021-08-27,Lamento Boliviano,1994-01-01,False,76,Big Bang,4TK1gDgb7QKoPFlzRrBRgR,Los Enanitos Verdes,2603907,72,Los Enanitos Verdes
1556,157,Cada Vez Te Extraño Más,Grupo Firme,717890,https://open.spotify.com/track/70w1mwTod6NgCNV6e7ZlIQ,70w1mwTod6NgCNV6e7ZlIQ,2021-08-20,2021-08-27,Cada Vez Te Extraño Más,2019-08-07,False,74,Cada Vez Te Extraño Más,1dKdetem2xEmjgvyymzytS,Grupo Firme,3292040,85,"Grupo Firme,Luis Alfonso Partida El Yaki"
1557,158,Belleza De Cantina,Cardenales De Nuevo León,715257,https://open.spotify.com/track/4ZplewvZRLFcfBa5uyBbhd,4ZplewvZRLFcfBa5uyBbhd,2021-08-20,2021-08-27,Belleza De Cantina,2002-01-01,False,72,Por Las Damas,0GpuSge5ffZ053NhXxgQkV,Cardenales De Nuevo León,1178233,70,Cardenales De Nuevo León
1558,159,Baila Conmigo (with Rauw Alejandro),Selena Gomez,714969,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h,079Ey5uxL04AKPQgVQwx5h,2021-08-20,2021-08-27,Baila Conmigo (with Rauw Alejandro),2021-03-12,False,81,Revelación - EP,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,30247203,85,"Selena Gomez,Rauw Alejandro"
1559,160,Con Tus Besos,Eslabon Armado,712224,https://open.spotify.com/track/6WYB1odDfMPVMyp1QxFInT,6WYB1odDfMPVMyp1QxFInT,2021-08-20,2021-08-27,Con Tus Besos,2020-04-06,True,76,Tu Veneno Mortal,0XeEobZplHxzM9QzFQWLiR,Eslabon Armado,1160688,80,Eslabon Armado
1560,161,Dueles,Jesse & Joy,710332,https://open.spotify.com/track/1iRvhKiXRElIH2Uf4gd95P,1iRvhKiXRElIH2Uf4gd95P,2021-08-20,2021-08-27,Dueles,2015-12-04,False,76,Un Besito Más,1mX1TWKpNxDSAH16LgDfiR,Jesse & Joy,5236619,75,Jesse & Joy
1561,162,Simplemente Gracias,Calibre 50,709734,https://open.spotify.com/track/3K6noLeoPTQJ5jUErC8jT5,3K6noLeoPTQJ5jUErC8jT5,2021-08-20,2021-08-27,Simplemente Gracias,2019-08-16,False,72,Simplemente Gracias,4jogXSSvlyMkODGSZ2wc2P,Calibre 50,5715221,82,Calibre 50
1562,163,Cold Heart - PNAU Remix,Elton John,709561,https://open.spotify.com/track/6zSpb8dQRaw0M1dK8PBwQz,6zSpb8dQRaw0M1dK8PBwQz,2021-08-20,2021-08-27,Cold Heart - PNAU Remix,2021-08-13,False,93,Cold Heart (PNAU Remix),3PhoLpVuITZKcymswpck5b,Elton John,7886681,87,"Elton John,Dua Lipa,PNAU"
1563,164,Watermelon Sugar,Harry Styles,706839,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,6UelLqGlWMcVH1E5c4H7lY,2021-08-20,2021-08-27,Watermelon Sugar,2019-12-13,False,89,Fine Line,6KImCVD70vtIoJWnq6nGn3,Harry Styles,17014116,86,Harry Styles
1564,165,¿Quién Te Crees?,MC Davo,702820,https://open.spotify.com/track/2LXOSAYiSrTfIf8smheLaz,2LXOSAYiSrTfIf8smheLaz,2021-08-20,2021-08-27,¿Quién Te Crees?,2021-03-19,False,73,¿Quién Te Crees?,3TGeuw7OmACouH5JAKkX7I,MC Davo,1578942,71,"MC Davo,Calibre 50"
1565,166,Leve,Cartel De Santa,701812,https://open.spotify.com/track/00jpfco62YfQj1BBYCCuKH,00jpfco62YfQj1BBYCCuKH,2021-08-20,2021-08-27,Leve,2016-11-18,True,72,Viejo Marihuano,07PdYoE4jVRF6Ut40GgVSP,Cartel De Santa,8712323,79,Cartel De Santa
1566,167,Adiós Amor,Christian Nodal,699906,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y,63bmZnBN1CiJ9sA4qTEe8y,2021-08-20,2021-08-27,Adiós Amor,2017-08-25,False,75,Me Dejé Llevar,0XwVARXT135rw8lyw1EeWP,Christian Nodal,8764927,84,Christian Nodal
1567,168,En Esta Vida No Se Pudo,El Mimoso Luis Antonio López,699108,https://open.spotify.com/track/4VepTqzlmZvNAAjUhdBhOP,4VepTqzlmZvNAAjUhdBhOP,2021-08-20,2021-08-27,En Esta Vida No Se Pudo,2018-11-30,False,69,25 Años Vol. 1,7AUgYiThuW80zSOwY7Ub2g,El Mimoso Luis Antonio López,817426,70,El Mimoso Luis Antonio López
1568,169,Tusa,KAROL G,698862,https://open.spotify.com/track/0dKg2vGC1hFqcK5LGTaKzX,0dKg2vGC1hFqcK5LGTaKzX,2021-08-20,2021-08-27,Tusa,2021-03-26,False,70,KG0516,790FomKkXshlbRYZFtlgla,KAROL G,18932857,88,"KAROL G,Nicki Minaj"
1569,170,Idiota,Morat,694704,https://open.spotify.com/track/0cS0bJ0oBylj3TFtz6x9pC,0cS0bJ0oBylj3TFtz6x9pC,2021-08-20,2021-08-27,Idiota,2021-07-16,False,69,¿A Dónde Vamos?,5C4PDR4LnhZTbVnKWXuDKD,Morat,4688386,80,"Morat,Danna Paola"
1570,171,Si Te Vienen a Contar,Cartel De Santa,694475,https://open.spotify.com/track/1qNUhmx3rGjiMRThz7Eruv,1qNUhmx3rGjiMRThz7Eruv,2021-08-20,2021-08-27,Si Te Vienen a Contar,2014-08-05,True,72,Golpe Avisa,07PdYoE4jVRF6Ut40GgVSP,Cartel De Santa,8712323,79,Cartel De Santa
1571,172,Safaera,Bad Bunny,694152,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y,2DEZmgHKAvm41k4J3R2E9Y,2021-08-20,2021-08-27,Safaera,2020-02-29,True,79,YHLQMDLG,4q3ewBCX7sLwd24euuV69X,Bad Bunny,38230693,97,"Bad Bunny,Jowell & Randy,Ñengo Flow"
1572,173,Chica Ideal,Sebastian Yatra,692887,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61,21N4Buj4xsyLb218lYle61,2021-08-20,2021-08-27,Chica Ideal,2020-10-16,False,79,Chica Ideal,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,16674635,84,"Sebastian Yatra,Guaynaa"
1573,174,Hablando Claro (En Vivo),Grupo Firme,692538,https://open.spotify.com/track/5hRFjooNvZWb9gdnXjrv2j,5hRFjooNvZWb9gdnXjrv2j,2021-08-20,2021-08-27,Hablando Claro (En Vivo),2021-08-12,False,75,Hablando Claro (En Vivo),1dKdetem2xEmjgvyymzytS,Grupo Firme,3292040,85,"Grupo Firme,Grupo Recluta"
1574,175,El Amor De Tu Vida,Carin Leon,691725,https://open.spotify.com/track/5HpXH64cSBNu26yhw3vK37,5HpXH64cSBNu26yhw3vK37,2021-08-20,2021-08-27,El Amor De Tu Vida,2020-08-28,False,74,El Amor De Tu Vida,66ihevNkSYNzRAl44dx6jJ,Carin Leon,2485614,80,"Carin Leon,Conjunto Primavera"
1575,176,CÓMO SE SIENTE - Remix,Jhay Cortez,689221,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC,2tFwfmceQa1Y6nRPhYbEtC,2021-08-20,2021-08-27,CÓMO SE SIENTE - Remix,2020-05-09,True,80,CÓMO SE SIENTE (Remix),0EFisYRi20PTADoJrifHrz,Jhay Cortez,2719270,89,"Jhay Cortez,Bad Bunny"
1576,177,Locos,León Larregui,684501,https://open.spotify.com/track/3GSMdtJphymHEsR8K9jT5Q,3GSMdtJphymHEsR8K9jT5Q,2021-08-20,2021-08-27,Locos,2016-03-11,False,73,Voluma,4ClsVDy2g7RKSSlvq8cF6d,León Larregui,1533018,69,León Larregui
1577,178,Relación - Remix,Sech,682186,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl,35UUpTmrcFXNIVIN26ujXl,2021-08-20,2021-08-27,Relación - Remix,2020-09-04,False,79,Relación (Remix),77ziqFxp5gaInVrF2lj4ht,Sech,9225863,89,"Sech,Daddy Yankee,J Balvin,ROSALÍA,Farruko"
1578,179,Vida de Rico,Camilo,679094,https://open.spotify.com/track/4nTduFjaTmGysc9WKNuCcs,4nTduFjaTmGysc9WKNuCcs,2021-08-20,2021-08-27,Vida de Rico,2021-03-04,False,71,Mis Manos,28gNT5KBp7IjEOQoevXf9N,Camilo,11623799,85,Camilo
1579,180,El Amor No Fue Pa´ Mí - En Vivo,Grupo Firme,677579,https://open.spotify.com/track/3dkEwOKhFselY2m22Nj2vi,3dkEwOKhFselY2m22Nj2vi,2021-08-20,2021-08-27,El Amor No Fue Pa´ Mí - En Vivo,2019-04-19,False,73,El Amor No Fue Pa´ Mí (En Vivo),1dKdetem2xEmjgvyymzytS,Grupo Firme,3292040,85,"Grupo Firme,Banda Coloso"
1580,181,El Amor Soñado,Los Tucanes De Tijuana,677118,https://open.spotify.com/track/587p8shYuTXUhThG3t9x60,587p8shYuTXUhThG3t9x60,2021-08-20,2021-08-27,El Amor Soñado,2000-11-01,False,74,Me Gusta Vivir De Noche,014WIDx7H4BRCHB1faiisK,Los Tucanes De Tijuana,1367245,76,Los Tucanes De Tijuana
1581,182,Éxtasis,Millonario & W. Corona,675004,https://open.spotify.com/track/4xbMF8jx0msGGgrtJaAuXE,4xbMF8jx0msGGgrtJaAuXE,2021-08-20,2021-08-27,Éxtasis,2012-01-17,True,71,Así Soy Yo,31l8FA2bO5qxpqf8uhV5eZ,Millonario & W. Corona,518275,61,"Millonario & W. Corona,Cartel De Santa"
1582,183,Amor A Primera Vista,Los Ángeles Azules,673375,https://open.spotify.com/track/5Myb8S90Wg0yLec5kmrIGJ,5Myb8S90Wg0yLec5kmrIGJ,2021-08-20,2021-08-27,Amor A Primera Vista,2020-08-28,False,59,De Buenos Aires Para El Mundo,0ZCO8oVkMj897cKgFH7fRW,Los Ángeles Azules,4939765,77,"Los Ángeles Azules,Belinda,Lalo Ebratt,Horacio Palencia"
1583,184,Summer of Love (Shawn Mendes & Tainy),Shawn Mendes,671252,https://open.spotify.com/track/0z8hI3OPS8ADPWtoCjjLl6,0z8hI3OPS8ADPWtoCjjLl6,2021-08-20,2021-08-27,Summer of Love (Shawn Mendes & Tainy),2021-08-20,False,87,Summer Of Love,7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,34744053,87,"Shawn Mendes,Tainy"
1584,185,Así Soy,Santa Fe Klan,667018,https://open.spotify.com/track/5Wvw29RKTFSK0IuCd2qs4m,5Wvw29RKTFSK0IuCd2qs4m,2021-08-20,2021-08-27,Así Soy,2020-05-12,True,72,Así Soy,4tm8CEdm4pkQsEh4jIr9Yp,Santa Fe Klan,2617764,82,Santa Fe Klan
1585,186,HACIENDO QUE ME AMAS,Bad Bunny,659832,https://open.spotify.com/track/26QApq0cuO9brJigr0C0W4,26QApq0cuO9brJigr0C0W4,2021-08-20,2021-08-27,HACIENDO QUE ME AMAS,2020-11-27,True,78,EL ÚLTIMO TOUR DEL MUNDO,4q3ewBCX7sLwd24euuV69X,Bad Bunny,38230693,97,Bad Bunny
1586,187,Azul,J Balvin,656622,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1,2lCkncy6bIB0LTMT7kvrD1,2021-08-20,2021-08-27,Azul,2020-03-19,False,76,Colores,1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,30103784,95,J Balvin
1587,188,"jealousy, jealousy",Olivia Rodrigo,652380,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk,0MMyJUC3WNnFS1lit5pTjk,2021-08-20,2021-08-27,"jealousy, jealousy",2021-05-21,False,87,SOUR,1McMsnEElThX1knmY4oliG,Olivia Rodrigo,8796291,92,Olivia Rodrigo
1588,189,Desde Morro,Justin Morales,649469,https://open.spotify.com/track/5u6lAvdS8mmHHTHQlC3TtN,5u6lAvdS8mmHHTHQlC3TtN,2021-08-20,2021-08-27,Desde Morro,2020-11-27,False,74,Desde Morro,5D7x9esAF6twPxuOqSMkeO,Justin Morales,74861,64,Justin Morales
1589,190,Diamantes,Natanael Cano,649299,https://open.spotify.com/track/0JDrG1g5HXbfgGtRKT0ofH,0JDrG1g5HXbfgGtRKT0ofH,2021-08-20,2021-08-27,Diamantes,2021-05-28,False,73,A Mis 20,0elWFr7TW8piilVRYJUe4P,Natanael Cano,2878513,80,Natanael Cano
1590,191,Ojitos de Miel,T3R Elemento,646617,https://open.spotify.com/track/3V1jBnDI3zCn25ONFiqwN8,3V1jBnDI3zCn25ONFiqwN8,2021-08-20,2021-08-27,Ojitos de Miel,2020-10-30,False,73,Our Wave Nuestra Ola,34nbQa7Hug9DYkRJpfKNFv,T3R Elemento,2127176,74,T3R Elemento
1591,192,Prometiste,Pepe Aguilar,645590,https://open.spotify.com/track/2UypFzxfaYgMUnQX2k4qtj,2UypFzxfaYgMUnQX2k4qtj,2021-08-20,2021-08-27,Prometiste,2014-11-21,False,72,MTV Unplugged,03Yb3iBy9GCifXiATEFcit,Pepe Aguilar,3032885,73,"Pepe Aguilar,Melissa Robles,Ángela Aguilar,La Marisoul"
1592,193,Se Te Nota (with Guaynaa),Lele Pons,641590,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu,11EnQRgRMJwMAesfkB5pnu,2021-08-20,2021-08-27,Se Te Nota (with Guaynaa),2020-09-02,False,76,Se Te Nota (with Guaynaa),6i3DxIlAqnDkwELLw4aVrx,Lele Pons,835990,68,"Lele Pons,Guaynaa"
1593,194,Dance Monkey,Tones And I,637458,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30,2N8m6CYs74qQO4mjVcXO30,2021-08-20,2021-08-27,Dance Monkey,2021-07-16,False,77,Welcome To The Madhouse (Deluxe),2NjfBq1NflQcKSeiDooVjY,Tones And I,2866919,78,Tones And I
1594,195,Tal Vez,Paulo Londra,636648,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI,5jW3rF4URMdK7tO2xjS5EI,2021-08-20,2021-08-27,Tal Vez,2019-05-23,False,76,Homerun,3vQ0GE3mI0dAaxIMYe5g7z,Paulo Londra,13715178,79,Paulo Londra
1595,196,Amargo Adiós,Inspector,634005,https://open.spotify.com/track/0zCOT028cU3DeCqN1G18wE,0zCOT028cU3DeCqN1G18wE,2021-08-20,2021-08-27,Amargo Adiós,2002-07-30,False,69,Alma En Fuego,4OiCK9NnTWhakDIG57uBUA,Inspector,940696,66,Inspector
1596,197,Una Vez,Bad Bunny,633661,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj,5J7teKIJGtqVypgYI6sqXj,2021-08-20,2021-08-27,Una Vez,2020-02-29,True,78,YHLQMDLG,4q3ewBCX7sLwd24euuV69X,Bad Bunny,38230693,97,"Bad Bunny,Mora"
1597,198,Every Breath You Take,The Police,631111,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1,1JSTJqkT5qHq8MDJnJbRE1,2021-08-20,2021-08-27,Every Breath You Take,1983-06-17,False,84,Synchronicity (Remastered 2003),5NGO30tJxFlKixkPSgXcFE,The Police,4463498,77,The Police
1598,199,De Museo,Bad Bunny,625938,https://open.spotify.com/track/267NGliXM8YLVZiKAD9Otm,267NGliXM8YLVZiKAD9Otm,2021-08-20,2021-08-27,De Museo,2021-07-06,False,78,De Museo,4q3ewBCX7sLwd24euuV69X,Bad Bunny,38230693,97,Bad Bunny
1599,200,Lo Que Construimos,Natalia Lafourcade,623977,https://open.spotify.com/track/5wWxUdgn2OugIOvLJOdreH,5wWxUdgn2OugIOvLJOdreH,2021-08-20,2021-08-27,Lo Que Construimos,2015-11-13,False,73,Hasta la Raíz (Edición Especial),1hcdI2N1023RvSwLzTtdsp,Natalia Lafourcade,2855480,75,Natalia Lafourcade
1600,1,Todo De Ti,Rauw Alejandro,8259751,https://open.spotify.com/track/5RwV8BvLfX5injfqYodke9,5RwV8BvLfX5injfqYodke9,2021-07-02,2021-07-09,Todo De Ti,2021-06-25,True,84,VICE VERSA,1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,7057220,93,Rauw Alejandro
1601,2,Yonaguni,Bad Bunny,7746259,https://open.spotify.com/track/2JPLbjOn0wPCngEot2STUS,2JPLbjOn0wPCngEot2STUS,2021-07-02,2021-07-09,Yonaguni,2021-06-04,True,93,Yonaguni,4q3ewBCX7sLwd24euuV69X,Bad Bunny,38230693,97,Bad Bunny
1602,3,AM Remix,Nio Garcia,5403640,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho,05bfbizlM5AX6Mf1RRyMho,2021-07-02,2021-07-09,AM Remix,2021-06-24,True,90,AM Remix,5hdhHgpxyniooUiQVaPxQ0,Nio Garcia,2340031,83,"Nio Garcia,J Balvin,Bad Bunny"
1603,4,Qué Más Pues?,J Balvin,5369822,https://open.spotify.com/track/6hf0RpxTbOprT5nnwzkk8e,6hf0RpxTbOprT5nnwzkk8e,2021-07-02,2021-07-09,Qué Más Pues?,2021-05-28,False,90,Qué Más Pues?,1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,30103784,95,"J Balvin,Maria Becerra"
1604,5,Botella Tras Botella,Gera MX,4711141,https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK,2MnLkFqY9Rpg9s3Zv6ZJdK,2021-07-02,2021-07-09,Botella Tras Botella,2021-04-23,False,85,Botella Tras Botella,2hejA1Dkf8v8R0koF44FvW,Gera MX,2290612,80,"Gera MX,Christian Nodal"
1605,6,Pareja Del Año,Sebastian Yatra,3960756,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM,2rCbl9naJYhaxjLsfx88uM,2021-07-02,2021-07-09,Pareja Del Año,2021-04-16,False,88,Pareja Del Año,07YUOmWljBTXwIseAUd9TW,Sebastian Yatra,16674635,84,"Sebastian Yatra,Myke Towers"
1606,7,DÁKITI,Bad Bunny,3192232,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49,4MzXwWMhyBbmu6hOcLVD49,2021-07-02,2021-07-09,DÁKITI,2020-11-27,True,84,EL ÚLTIMO TOUR DEL MUNDO,4q3ewBCX7sLwd24euuV69X,Bad Bunny,38230693,97,"Bad Bunny,Jhay Cortez"
1607,8,Beggin',Måneskin,2918299,https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e,3Wrjm47oTz2sjIgck11l5e,2021-07-02,2021-07-09,Beggin',2017-12-08,False,96,Chosen,0lAWpj5szCSwM4rUMHYmrr,Måneskin,4205063,88,Måneskin
1608,9,"Nicky Jam: Bzrp Music Sessions, Vol. 41",Bizarrap,2701239,https://open.spotify.com/track/03LfOYi0icz4souspZVVhq,03LfOYi0icz4souspZVVhq,2021-07-02,2021-07-09,"Nicky Jam: Bzrp Music Sessions, Vol. 41",2021-06-30,True,83,"Nicky Jam: Bzrp Music Sessions, Vol. 41",716NhGYqD1jl2wI1Qkgq36,Bizarrap,3568542,83,"Bizarrap,Nicky Jam"
1609,10,2/Catorce,Rauw Alejandro,2688818,https://open.spotify.com/track/0PwFN7vRvY80Hnkoew2x3f,0PwFN7vRvY80Hnkoew2x3f,2021-07-02,2021-07-09,2/Catorce,2021-06-25,True,77,VICE VERSA,1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,7057220,93,"Rauw Alejandro,Mr. Naisgai"
1610,11,Fiel,Los Legendarios,2574389,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs,7Bk0uXKk1uPT0XuQbpFzvs,2021-07-02,2021-07-09,Fiel,2021-02-04,False,84,Los Legendarios 001,0n6sKrG0xKAf8xmdqeNGke,Los Legendarios,48877,77,"Los Legendarios,Wisin,Jhay Cortez"
1611,12,Fiel - Remix,Wisin,2428962,https://open.spotify.com/track/43qcs9NpJhDxtG91zxFkj7,43qcs9NpJhDxtG91zxFkj7,2021-07-02,2021-07-09,Fiel - Remix,2021-06-15,True,85,Fiel (Remix),3E6xrwgnVfYCrCs0ePERDz,Wisin,7100538,83,"Wisin,Jhay Cortez,Anuel AA,Los Legendarios,Myke Towers"
